Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Tower Hamlets,E09000030,Upper tier local authority,2020-04-15,12.0,538
Torbay,E06000027,Upper tier local authority,2020-04-15,3.0,110
Thurrock,E06000034,Upper tier local authority,2020-04-15,2.0,218
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-15,6.0,150
Tameside,E08000008,Upper tier local authority,2020-04-15,12.0,347
Swindon,E06000030,Upper tier local authority,2020-04-15,12.0,240
Sutton,E09000029,Upper tier local authority,2020-04-15,26.0,561
Surrey,E10000030,Upper tier local authority,2020-04-15,111.0,1959
Sunderland,E08000024,Upper tier local authority,2020-04-15,50.0,820
Suffolk,E10000029,Upper tier local authority,2020-04-15,36.0,604
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-15,15.0,254
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-15,10.0,255
Stockport,E08000007,Upper tier local authority,2020-04-15,24.0,591
Staffordshire,E10000028,Upper tier local authority,2020-04-15,55.0,1136
St. Helens,E08000013,Upper tier local authority,2020-04-15,28.0,444
Southwark,E09000028,Upper tier local authority,2020-04-15,22.0,1052
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-15,6.0,251
Southampton,E06000045,Upper tier local authority,2020-04-15,9.0,312
South Tyneside,E08000023,Upper tier local authority,2020-04-15,22.0,303
South Gloucestershire,E06000025,Upper tier local authority,2020-04-15,19.0,251
Somerset,E10000027,Upper tier local authority,2020-04-15,18.0,282
Solihull,E08000029,Upper tier local authority,2020-04-15,19.0,415
Slough,E06000039,Upper tier local authority,2020-04-15,16.0,298
Shropshire,E06000051,Upper tier local authority,2020-04-15,10.0,304
Sheffield,E08000019,Upper tier local authority,2020-04-15,76.0,1586
Sefton,E08000014,Upper tier local authority,2020-04-15,32.0,616
Sandwell,E08000028,Upper tier local authority,2020-04-15,38.0,698
Salford,E08000006,Upper tier local authority,2020-04-15,19.0,413
Rotherham,E08000018,Upper tier local authority,2020-04-15,30.0,471
Rochdale,E08000005,Upper tier local authority,2020-04-15,17.0,304
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-15,8.0,315
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-15,5.0,206
Redbridge,E09000026,Upper tier local authority,2020-04-15,7.0,575
Reading,E06000038,Upper tier local authority,2020-04-15,24.0,313
Portsmouth,E06000044,Upper tier local authority,2020-04-15,12.0,217
Plymouth,E06000026,Upper tier local authority,2020-04-15,11.0,189
Peterborough,E06000031,Upper tier local authority,2020-04-15,4.0,128
Oxfordshire,E10000025,Upper tier local authority,2020-04-15,38.0,1127
Oldham,E08000004,Upper tier local authority,2020-04-15,24.0,412
Nottinghamshire,E10000024,Upper tier local authority,2020-04-15,29.0,816
Nottingham,E06000018,Upper tier local authority,2020-04-15,9.0,350
Northumberland,E06000057,Upper tier local authority,2020-04-15,19.0,539
Northamptonshire,E10000021,Upper tier local authority,2020-04-15,29.0,841
North Yorkshire,E10000023,Upper tier local authority,2020-04-15,36.0,586
North Tyneside,E08000022,Upper tier local authority,2020-04-15,11.0,357
North Somerset,E06000024,Upper tier local authority,2020-04-15,9.0,144
North Lincolnshire,E06000013,Upper tier local authority,2020-04-15,16.0,168
Norfolk,E10000020,Upper tier local authority,2020-04-15,55.0,900
Newham,E09000025,Upper tier local authority,2020-04-15,17.0,836
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-15,17.0,675
Milton Keynes,E06000042,Upper tier local authority,2020-04-15,12.0,361
Middlesbrough,E06000002,Upper tier local authority,2020-04-15,11.0,352
Merton,E09000024,Upper tier local authority,2020-04-15,10.0,560
Medway,E06000035,Upper tier local authority,2020-04-15,17.0,455
Manchester,E08000003,Upper tier local authority,2020-04-15,30.0,813
Luton,E06000032,Upper tier local authority,2020-04-15,9.0,468
Liverpool,E08000012,Upper tier local authority,2020-04-15,38.0,1072
Lincolnshire,E10000019,Upper tier local authority,2020-04-15,25.0,579
Lewisham,E09000023,Upper tier local authority,2020-04-15,19.0,772
Leicestershire,E10000018,Upper tier local authority,2020-04-15,27.0,620
Leicester,E06000016,Upper tier local authority,2020-04-15,15.0,447
Leeds,E08000035,Upper tier local authority,2020-04-15,53.0,825
Lancashire,E10000017,Upper tier local authority,2020-04-15,78.0,1935
Lambeth,E09000022,Upper tier local authority,2020-04-15,23.0,996
Knowsley,E08000011,Upper tier local authority,2020-04-15,25.0,369
Kirklees,E08000034,Upper tier local authority,2020-04-15,12.0,398
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-15,13.0,350
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-15,32.0,222
Kent,E10000016,Upper tier local authority,2020-04-15,176.0,2204
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-15,4.0,394
Islington,E09000019,Upper tier local authority,2020-04-15,8.0,358
Isle of Wight,E06000046,Upper tier local authority,2020-04-15,4.0,60
Hounslow,E09000018,Upper tier local authority,2020-04-15,13.0,546
Hillingdon,E09000017,Upper tier local authority,2020-04-15,14.0,587
Hertfordshire,E10000015,Upper tier local authority,2020-04-15,53.0,1768
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-15,3.0,132
Havering,E09000016,Upper tier local authority,2020-04-15,16.0,530
Hartlepool,E06000001,Upper tier local authority,2020-04-15,7.0,107
Harrow,E09000015,Upper tier local authority,2020-04-15,14.0,739
Haringey,E09000014,Upper tier local authority,2020-04-15,13.0,480
Hampshire,E10000014,Upper tier local authority,2020-04-15,94.0,1991
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-15,28.0,445
Halton,E06000006,Upper tier local authority,2020-04-15,12.0,245
Hackney,E09000012,Upper tier local authority,2020-04-15,12.0,541
Greenwich,E09000011,Upper tier local authority,2020-04-15,14.0,547
Gloucestershire,E10000013,Upper tier local authority,2020-04-15,42.0,841
Gateshead,E08000037,Upper tier local authority,2020-04-15,21.0,539
Essex,E10000012,Upper tier local authority,2020-04-15,62.0,1841
Enfield,E09000010,Upper tier local authority,2020-04-15,11.0,655
East Sussex,E10000011,Upper tier local authority,2020-04-15,17.0,404
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-15,24.0,310
Ealing,E09000009,Upper tier local authority,2020-04-15,42.0,892
Dudley,E08000027,Upper tier local authority,2020-04-15,24.0,525
Dorset,E06000059,Upper tier local authority,2020-04-15,8.0,230
Doncaster,E08000017,Upper tier local authority,2020-04-15,20.0,280
Devon,E10000008,Upper tier local authority,2020-04-15,25.0,493
Derbyshire,E10000007,Upper tier local authority,2020-04-15,31.0,871
Derby,E06000015,Upper tier local authority,2020-04-15,8.0,392
Darlington,E06000005,Upper tier local authority,2020-04-15,10.0,170
Cumbria,E10000006,Upper tier local authority,2020-04-15,36.0,1432
Croydon,E09000008,Upper tier local authority,2020-04-15,36.0,1148
Coventry,E08000026,Upper tier local authority,2020-04-15,22.0,491
County Durham,E06000047,Upper tier local authority,2020-04-15,44.0,854
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-15,8.0,359
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-15,21.0,524
Cheshire East,E06000049,Upper tier local authority,2020-04-15,26.0,538
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-15,13.0,359
Camden,E09000007,Upper tier local authority,2020-04-15,20.0,489
Cambridgeshire,E10000003,Upper tier local authority,2020-04-15,14.0,498
Calderdale,E08000033,Upper tier local authority,2020-04-15,12.0,176
Bury,E08000002,Upper tier local authority,2020-04-15,24.0,291
Buckinghamshire,E10000002,Upper tier local authority,2020-04-15,25.0,592
Bromley,E09000006,Upper tier local authority,2020-04-15,23.0,865
"Bristol, City of",E06000023,Upper tier local authority,2020-04-15,22.0,419
Brighton and Hove,E06000043,Upper tier local authority,2020-04-15,15.0,278
Brent,E09000005,Upper tier local authority,2020-04-15,26.0,1152
Bradford,E08000032,Upper tier local authority,2020-04-15,39.0,522
Bracknell Forest,E06000036,Upper tier local authority,2020-04-15,5.0,157
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-15,8.0,295
Bolton,E08000001,Upper tier local authority,2020-04-15,30.0,518
Blackpool,E06000009,Upper tier local authority,2020-04-15,13.0,210
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-15,10.0,214
